Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;SAO PAULO;ELENICE MACHADO FEITOSA GAS; 01.390.254/0001-26;AVENIDA BOTURUSSU;1118;;PQ BOTURUSSU;03802-000;GLP;16/07/2025;110,00;;R$ / 13 kg;COPA ENERGIA
N;AP;MACAPA;CARLOS REIS DE LIMA; 01.470.539/0001-77;AVENIDA DOS TIMBIRAS;839;;BURITIZAL;68902-872;GLP;15/07/2025;127,00;;R$ / 13 kg;BRANCA
CO;GO;GOIANIA;GERALDO RODRIGUES DA COSTA; 01.471.909/0001-90;AVENIDA VEREDA DOS BURITIS;785;QD. 19 LT. 01;RESIDENCIAL CANADA;74370-602;GLP;15/07/2025;110,00;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;LILICO GAS LTDA; 01.582.488/0001-75;RUA BELMIRO BRAGA;740;;CAICARA ADELAIDE;30720-520;GLP;14/07/2025;130,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;MARILIA;NOVA MARILIA COMERCIO DE GAS LTDA; 01.894.827/0001-59;AVENIDA DUARTE DA COSTA;190;;JARDIM MONTE CASTELO;17522-260;GLP;17/07/2025;122,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;RECIFE;RIT COMERCIO DE GAS GLP LTDA; 01.949.949/0004-48;RUA JERONIMO VILELA;773;;CAMPO GRANDE;52040-180;GLP;14/07/2025;84,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;DIADEMA;DISTRIBUIDORA DE GÁS E ÁGUA JARDIM ELLEN LTDA.- ME; 01.960.255/0001-69;AVENIDA NOSSA SENHORA DOS NAVEGANTES;478;;ELDORADO;09972-260;GLP;14/07/2025;109,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;FORTALEZA;CANINDEZINHO PETROLEO LTDA; 01.966.542/0001-86;RUA ALVES BEZERRA;223;;PARQUE SAO VICENTE;60736-130;GLP;16/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;DF;BRASILIA;FRANPESO COMERCIO DE GLP LTDA ME; 01.993.515/0001-00;ACESSO D E/SUL - CONJUNTO 12;S/N;LOTE 07;SAMAMBAIA;72314-712;GLP;16/07/2025;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;CANOAS;PAULO ROBERTO VIEIRA GAS; 02.021.580/0001-29;RUA TIETE;511;;IGARA;92410-290;GLP;15/07/2025;110,00;;R$ / 13 kg;COPA ENERGIA
N;AM;MANAUS;N B PEREIRA; 02.024.898/0001-63;RUA DONA RACHEL SOUZA;236;;PETRÓPOLIS;69063-000;GLP;14/07/2025;132,00;;R$ / 13 kg;AMAZONGÁS
SE;MG;BELO HORIZONTE;ALL GAS LTDA; 02.063.442/0001-02;AVENIDA VER. CICERO IDELFONSO;585;;JOAO PINHEIRO;30530-000;GLP;14/07/2025;113,00;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;JODGAS LTDA; 02.101.367/0001-27;RUA RIO SENEGAL;63;;NOVO RIACHO;32280-330;GLP;14/07/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MS;CAMPO GRANDE;PAI & FILHO COMÉRCIO DE GÁS LTDA. - EPP; 02.154.625/0001-33;RUA PEDRO CELESTINO;550;;VILA SOL NASCENTE;79004-560;GLP;14/07/2025;120,00;;R$ / 13 kg;COPA ENERGIA
S;RS;PORTO ALEGRE;COMERCIAL DE GAS GOULARTE; 02.160.136/0001-94;AVENIDA SATURNINO DE BRITO, 299;299;;VILA JARDIM;91320-000;GLP;14/07/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;R.C.SILVA BARBOSA-ME; 02.200.742/0001-96;R CARLOTA ÁREAS;42;QD 359 CJ CN ET4 NC 16;CIDADE NOVA;69098-250;GLP;14/07/2025;130,00;;R$ / 13 kg;FOGAS
SE;MG;JUIZ DE FORA;JUIZ DE FORA GAS LTDA; 02.262.032/0001-90;RUA VILA VIDAL;515;;JOQUEI CLUB;36083-580;GLP;14/07/2025;85,00;;R$ / 13 kg;LIQUIGÁS
S;RS;NOVO HAMBURGO;GAS EXPRESSO COMERCIO DE GAS LTDA; 02.264.480/0001-23;RUA GETULIO VARGAS;11;;PATRIA NOVA;93410-050;GLP;15/07/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;VALDEMIR LOURENÇO ALMERON LONDRINA; 02.306.556/0001-36;RUA ERENILDA MARIA DE JESUS;163;;JARDIM PIAZENTIN;86043-220;GLP;14/07/2025;95,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;INTERGAZ  COM. E TRANSP. DE GAZ ENGARRAFADO E COM. E TRANSP. DE AGUA MINERAL LTDA; 02.397.097/0001-43;AVENIDA DO CURSINO;3626;;VILA MORAES;04132-002;GLP;14/07/2025;124,99;;R$ / 13 kg;ULTRAGAZ
SE;RJ;PETROPOLIS;IMPERIAL COM E TRANSPORTE DE GÁS LTDA.; 02.514.788/0001-80;RUA VIGÁRIO CORREA;434;;CORREAS;25720-320;GLP;14/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;LUCIANO RODRIGUES COSTA; 02.685.890/0001-48;RUA GONÇALVES CEZIMBRA;22;;PITUAÇU;41741-155;GLP;15/07/2025;135,00;;R$ / 13 kg;BAHIANA
SE;MG;BELO HORIZONTE;DISTRIBUIDORA LADAGAS LTDA; 02.799.614/0001-00;RODOVIA MG 5;300;;GOIANIA;31950-000;GLP;14/07/2025;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;LIMEIRA;CRISTOVAO FERREIRA GOMES ME; 02.937.782/0001-15;RUA DR. JOÃO AMARAL GAMA;526;;JD. SAO FRANCISCO;13483-225;GLP;15/07/2025;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;LIMEIRA;IVANI AGUIAR BARBOSA; 03.005.100/0001-07;AVENIDA LUIZ CAVINATTO;445;455;JD. IBIRAPUERA;13481-045;GLP;17/07/2025;104,00;;R$ / 13 kg;BRANCA
SE;SP;SAO BERNARDO DO CAMPO;MARANATA COMERCIO DE GAS LTDA; 03.030.482/0001-10;AVENIDA LAURO GOMES;4943;;JARDIM ORLANDINA;09710-040;GLP;17/07/2025;114,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;TELEGÁS CÉU AZUL LTDA ME; 03.044.701/0001-10;RUA MARIA GERTRUDES SANTOS;801;;CEÚ AZUL;31578-300;GLP;14/07/2025;95,00;;R$ / 13 kg;BRANCA
N;AC;RIO BRANCO;M. L. CORREIA & LIMA LTDA - ME; 03.094.740/0001-22;RUA SANTA LUZIA;190;CAIXA POSTAL 265;JARDIM ELDORADO;69918-340;GLP;15/07/2025;116,00;;R$ / 13 kg;FOGAS
SE;MG;UBERABA;LUIZ ANTONIO DE OLIVEIRA FRANCO; 03.181.095/0001-85;AVENIDA PADRE EDDIE BERNARDES SILVA;676;;LOURDES;38035-230;GLP;17/07/2025;95,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;JOINVILLE;JOINVILLE COMERCIO E TRANSPORTE DE GAS LTDA; 03.204.755/0001-04;RUA BENJAMIN CONSTANT;3915;;COSTA E SILVA;89217-001;GLP;14/07/2025;125,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;DF;BRASILIA;AMARO & SILVA COMERCIAL DE GAS LTDA; 03.214.816/0001-06; QI 08 LOTES 82/84;S/N;GALPAO B;TAGUATINGA;72135-080;GLP;14/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;COMERCIAL FAMILIAR COM. VAREJISTA DE PRODUTOS ALIMENTICIOS EIRELI; 03.229.447/0001-25;RUA CORINTHIANS;6837;COM RUA PORTO VELHO;LAGOINHA;76829-786;GLP;15/07/2025;117,00;;R$ / 13 kg;FOGAS
SE;SP;ARACATUBA;DALVINA B. DOS SANTOS ARACATUBA ME; 03.235.707/0001-75;RUA MADALENA LOURENCO BRUNO;249;;JARDIM JUSSARA;16021-130;GLP;15/07/2025;100,00;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;MAIA E DURAES LTDA ME; 03.289.572/0001-20;AVENIDA LEONEL BEIRÃO DE JESUS;1940;;JOÃO ALVES;39402-637;GLP;16/07/2025;125,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;PORTO ALEGRE;CLAUDIA MICHELE BASEGIO; 03.297.327/0001-65;AVENIDA TRAMANDAI;68;;IPANEMA;91760-050;GLP;16/07/2025;120,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;PILAR COMERCIO DE GÁS LTDA; 03.313.096/0001-36;RUA   RAPOSO TAVARES;1265;;PILARZINHO;82100-452;GLP;16/07/2025;99,90;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;ANAPOLIS;RBS COMERCIO DE GAS E BEBIDAS LTDA; 03.344.428/0001-40;AVENIDA FERNANDO COSTA;1900;;LAS PALMAS;75066-080;GLP;16/07/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SANTA MARIA;NARA MEDIANEIRA SILVEIRA MACHADO; 03.406.750/0001-56;RUA MAJOR DUARTE;623;;NOSSA SENHORA DAS DORES;97050-460;GLP;15/07/2025;115,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;CAMPINAS;FORTGÁS LTDA.; 03.455.914/0001-35;RUA PRESIDENTE JUSCELINO;200;LOTEAMENTO JD. IPIRANGA;JD. CAMPOS ELISEOS;13060-858;GLP;14/07/2025;99,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;PRESIDENTE PRUDENTE;PADOVANI & NIGRE LTDA - ME; 03.533.771/0001-32;RUA PRUDENTE DE MORAES;1812;;VILA MARISTELA;19023-340;GLP;14/07/2025;118,00;;R$ / 13 kg;ULTRAGAZ
S;PR;LONDRINA;C. A. PARALEGO; 03.622.903/0001-00;AVENIDA HARRY PROCHET;1155;;GREEN VILLE;86047-040;GLP;14/07/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;FOZ DO IGUACU;CATARATAS COMERCIO DE GAS LTDA; 03.644.940/0001-01;RUA MANOEL BANDEIRA;111;;VILA BRASILIA;85853-210;GLP;14/07/2025;120,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;FIORI COMERCIO DE GAS LTDA; 03.746.208/0001-42;AVENIDA CANGAIBA;1031;;CANGAIBA;03711-000;GLP;16/07/2025;109,99;;R$ / 13 kg;BRANCA
NE;PI;TERESINA;FP COMERCIO DE GAS EIRELI; 03.756.971/0001-54;RUA DOUTOR  PEDRO TEIXEIRA;5041;;PARQUE IDEAL;64077-785;GLP;17/07/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;PELOTAS;NANDAGAS COMERCIO E TRANSPORTES LTDA; 03.803.759/0001-09;RUA EPITACIO PESSOA;624;;FRAGATA;96045-550;GLP;15/07/2025;110,00;;R$ / 13 kg;BRANCA
N;AM;MANAUS;RIO JORDAO COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EIRELI; 03.864.514/0001-83;AVENIDA 7 DE MAIO;1337;;SANTA ETELVINA;69059-140;GLP;15/07/2025;130,00;;R$ / 13 kg;FOGAS
N;RO;PORTO VELHO;ODNEI MORAIS DE AGUIAR - ME; 03.881.579/0001-37;RUA OSVALDO MOURA;7504;;TANCREDO NEVES;78910-970;GLP;15/07/2025;107,00;;R$ / 13 kg;BRANCA
NE;RN;NATAL;DEPOSITO DE GAS SAO TOME LTDA; 03.954.830/0001-46;AVENIDA XAVANTES;1970;;PITIMBU;59068-600;GLP;16/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;NOVA IGUACU;VILA VALVERDE COMERCIO DE GAS GLP LTDA.; 03.968.913/0001-94;AVENIDA ABILIO AUGUSTO TAVORA;4463;QD G LT 11 LJ;VILA VALVERDE;26290-600;GLP;14/07/2025;120,00;;R$ / 13 kg;CONSIGAZ
NE;MA;IMPERATRIZ;BORSOI REVENDEDORA DE GAS E TRANSPORTES LTDA; 03.983.360/0001-49;RODOVIA BR-010;12;;MARANHAO NOVO;65903-140;GLP;14/07/2025;120,00;;R$ / 13 kg;COPA ENERGIA
SE;RJ;RIO DE JANEIRO;IRAPIRANGA DISTRIBUIDORA DE GÁS LTDA. - ME; 03.985.248/0001-47;RUA GUIRAREIA V EMA;1158;;IRAJÁ;21371-420;GLP;14/07/2025;95,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;RE FOLGIERINI COMERCIO DE GAS LTDA; 03.985.655/0001-54; QNM 23 CONJ. C CASA;4;;CEILANDIA;72237-100;GLP;16/07/2025;97,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;PELOTAS;L.S.DOS SANTOS DISTRIBUIDORA DE GAS EPP; 04.013.707/0001-93;RUA  SETE  DE  ABRIL;423;;SIMOES LOPES.;96025-330;GLP;14/07/2025;113,00;;R$ / 13 kg;LIQUIGÁS
NE;PE;RECIFE;JOSE EDSON MESQUITA DA SILVA ME; 04.018.229/0001-04;AVENIDA PROFESSOR JOSE DOS ANJOS;246;;ARRUDA;52120-100;GLP;14/07/2025;95,00;;R$ / 13 kg;BRANCA
S;PR;FOZ DO IGUACU;MARACAJU - COMERCIO DE GAS LTDA; 04.249.932/0001-23;AVENIDA TANCREDO NEVES;3400;KM 4,5;BAIRRO PORTO BELO;85867-000;GLP;14/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;UBERABA;ILDA TASCA - ME; 04.273.502/0001-47;RUA ALUMINIO;105;;LEBLON;38001-970;GLP;16/07/2025;110,00;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;LUZ & LUZES DISTRIBUIDORA DE GAS LTDA; 04.286.021/0001-76;RUA DEUSDEDITH DE ASSIS;123;;DOM BOSCO;30850-450;GLP;15/07/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;DISTRIBUIDORA OLHO D'AGUA LTDA; 04.450.629/0001-94;AVENIDA PINHEIRO MACHADO;2511;;SAO CRISTOVAO;76800-000;GLP;16/07/2025;120,00;;R$ / 13 kg;AMAZONGÁS
CO;GO;ANAPOLIS;ELIANE DE SÁ RIBEIRO; 04.457.703/0001-02;AV. PRESIDENTE KENNEDY;2950;;JARDIM ALEXANDRINA;75060-100;GLP;16/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
CO;GO;GOIANIA;K. C. MARTINS AMARAL & COMPANHIA LTDA - ME; 04.490.067/0001-02;RUA MATUPA;198;QD. 223 LT. 14;SETOR PARQUE AMAZÔNIA;74835-490;GLP;15/07/2025;105,00;;R$ / 13 kg;BRANCA
S;SC;SAO JOSE;M C VIEIRA MERCEARIA LTDA EPP; 04.523.639/0001-02;RUA HIDALGO ARAÚJO;370;;JARDIM CIDADE DE FLORIANOPOLIS;88111-330;GLP;15/07/2025;122,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;VENEZA-GAS COMERCIAL LTDA; 04.561.623/0001-94;RUA MATAPI;20;;JACARE;20975-170;GLP;16/07/2025;100,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MS;CAMPO GRANDE;BERNARDETE LACHI & CIA. LTDA; 04.602.323/0001-06;RUA TAQUARI;308;;SANTO ANTÔNIO;79100-510;GLP;15/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PI;TERESINA;V. F. SOUSA COMERCIO; 04.618.582/0001-25;AVENIDA PREFEITO  HUGO BASTOS;5922;PARQUE MÃO SANTA;VALE QUEM TEM;64057-390;GLP;17/07/2025;110,00;;R$ / 13 kg;LIQUIGÁS
SE;MG;BELO HORIZONTE;RC GAS LTDA; 04.711.306/0001-07;RUA FURKIM WERNEK;1333;;TUPI;31840-050;GLP;14/07/2025;125,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;JOAO LUCIO DA SILVA BARBOSA - ME; 04.729.796/0001-79;RUA 30   CASTELO BRANCO I;1;CONJ. CASTELO BRANCO;PARQUE 10 DE NOVEMBR;69055-480;GLP;14/07/2025;137,00;;R$ / 13 kg;AMAZONGÁS
S;PR;CURITIBA;MARCELO RODRIGUES RIBEIRO; 04.879.353/0001-64;RUA RAPOZO TAVARES;1;;PILARZINHO;82100-000;GLP;16/07/2025;105,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;CAMPINAS;COMERCIO DE GAS OIA & OIA LTDA; 04.910.882/0001-83;RUA YVES MONTAND;40;;CHAC.SANTA LETICIA;13054-047;GLP;14/07/2025;98,00;;R$ / 13 kg;LIQUIGÁS
S;RS;PELOTAS;COMERCIAL DE GAS GASPEL LTDA EPP; 05.024.565/0001-22;RUA ERNANI OSMAR BLASS;310;SALA 15;COHAB LINDOIA;96065-000;GLP;15/07/2025;112,00;;R$ / 13 kg;LIQUIGÁS
S;RS;PELOTAS;RONALDO G. CENTENO E CIA LTDA; 05.106.304/0001-51;AVENIDA DUQUE DE CAXIAS;1439;;FRAGATA;96030-003;GLP;15/07/2025;110,00;;R$ / 13 kg;LIQUIGÁS
S;RS;PORTO ALEGRE;DISTRIBUIDORA GAS DO FORTE LTDA.; 05.120.401/0001-07;AVENIDA DO FORTE;50;;CRISTO REDENTOR;91360-000;GLP;14/07/2025;129,90;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;MARIA EDIANA LIMA SANTANA; 05.151.633/0001-14;RUA: CARLOS CHAGAS;421;;INDUSTRIAL TERCEIRA SEÇÃO;32235-190;GLP;14/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;SHOW-GAS COMERCIO DE GAS LTDA.; 05.314.909/0001-38;AVENIDA PADRE ARLINDO VIEIRA;3565;;JARDIM VERGUEIRO;04166-003;GLP;14/07/2025;114,99;;R$ / 13 kg;ULTRAGAZ
N;AC;RIO BRANCO;RAIMUNDO NONATO DE MESQUITA ME.; 05.397.229/0001-25;AVENIDA NOROESTE;114;CONJ. TUCUMÃ;DISTRITO INDUSTRIAL;69917-000;GLP;17/07/2025;125,00;;R$ / 13 kg;FOGAS
NE;PB;JOAO PESSOA;JOAO MAGLIANO PECORELLI; 08.575.284/0001-56;AV VASCO DA GAMA;90;;JAGUARIBE;58015-180;GLP;14/07/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;MACEIO;DEPÓSITO JOPINO LTDA; 09.623.216/0001-88;AL NAIR DE VASCONCELOS CAVALCANTE;S/N;;PETROPOLIS;57080-460;GLP;16/07/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RO;PORTO VELHO;M. APARECIDA BILIO  ME; 15.875.495/0001-70;RUA ZACARIAS BEZERRA;8471;;TANCREDO NEVES;78902-900;GLP;15/07/2025;113,00;;R$ / 13 kg;FOGAS
N;AM;MANAUS;R. A. DE LIMA E CIA LTDA; 22.995.690/0001-07;RUA 03;27;;ALEIXO;69083-370;GLP;14/07/2025;130,00;;R$ / 13 kg;FOGAS
CO;GO;ANAPOLIS;COMÉRCIO TRANSPORTE MOURAGAS LTDA; 26.717.744/0001-15;AVENIDA  JUSCELINO KUBITSCHEK;2476;;ALTO DA BELA VISTA;75105-770;GLP;17/07/2025;110,00;;R$ / 13 kg;CONSIGAZ
SE;RJ;CAMPOS DOS GOYTACAZES;COMERCIO DE GÁS GUARUS LTDA; 29.076.593/0001-51;AVENIDA PROFESSOR DENAIR PEREIRA DE CARVALHO;19;;GUARUS;28080-000;GLP;18/07/2025;94,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;TRANSPORTADORA E COMÉRCIO RIO NORTE LTDA; 29.514.163/0001-74;RUA GUATEMALA;311;GALPÃO;PENHA;21020-170;GLP;14/07/2025;105,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;GOIANIA;DISTRIBUIDORA DE GAZ EUROPA LTDA; 37.273.539/0001-24;AVENIDA ITALIA;1973;QUADRA109                 LOTE  25;JARDIM EUROPA;74325-110;GLP;15/07/2025;104,00;;R$ / 13 kg;ULTRAGAZ
CO;GO;GOIANIA;GASMETRO COMÉRCIO E TRANSPORTE DE GÁS LTDA.; 37.286.283/0001-90;RUA ACAI;230;;PARQUE AMAZONIA;74835-430;GLP;15/07/2025;100,00;;R$ / 13 kg;LIQUIGÁS
SE;RJ;DUQUE DE CAXIAS;MENSAGEIRO DA PAZ COMERCIO DE GAS LTDA; 40.175.853/0002-60;AV. AUTOMÓVEL CLUB;S/N;QD. 26 LT. 21;SANTA CRUZ DA SERRA;25070-235;GLP;16/07/2025;84,99;;R$ / 13 kg;LIQUIGÁS
NE;RN;NATAL;C SILVIA MARTINS ALVES; 40.788.374/0001-38;AVENIDA NASCIMENTO DE CASTRO;210;BLOCO A;DIX-SEPT ROSADO;59054-180;GLP;16/07/2025;100,00;;R$ / 13 kg;COPA ENERGIA
NE;PE;RECIFE;IRMAOS SIVINI LTDA; 41.094.087/0001-90;AVENIDA BEBERIBE SANTA CRUZ FUTEBOL CLUBE;2431;;FUNDAO;52130-135;GLP;14/07/2025;88,00;;R$ / 13 kg;BAHIANA
SE;MG;UBERABA;FERAGAS LTDA; 42.984.989/0001-65;RUA ALVINA MORAES LEAL;143;;PARQUE GAMELEIRA;38037-400;GLP;16/07/2025;105,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;WRM GAS LTDA; 50.223.296/0001-88;RUA  FIRMINOPOLIS;149;;JARDIM VISTA ALEGRE;02878-000;GLP;14/07/2025;99,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;DIADEMA;BRASGAS TRANSP. COM. LTDA.; 52.341.641/0001-03;AVENIDA BRASILIA;352;;JARDIM CAMPANARIO;09931-400;GLP;14/07/2025;109,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;SOROCABA;JOEL GUERREIRO; 54.566.336/0001-45;RUA ATANAZIO SOARES;2932;;CEDRINHO;18075-000;GLP;14/07/2025;125,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;RIBEIRAO PRETO;J. M. COMERCIO DE GAS LTDA - ME; 55.506.034/0001-44;AVENIDA PLINIO DE CASTRO PRADO,;991;;JARDIM PAULISTANO;14091-160;GLP;16/07/2025;115,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;AMERICANA;COMERCIAL AMERICANGAS COMÉRCIO DE GÁS E ÁGUA LTDA.; 55.927.628/0001-29;AVENIDA SAO JERONIMO;1459;;JD. SÃO DOMINGOS II;13471-200;GLP;17/07/2025;110,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;TAWARA COMERCIO DE GAS LTDA - EPP; 57.876.369/0001-80;RUA IBIRAREMA;87;;BOSQUE DA SAÚDE;04136-000;GLP;14/07/2025;124,90;;R$ / 13 kg;ULTRAGAZ
N;RO;PORTO VELHO;N S MORENO; 63.792.931/0001-90;RUA IDALVA FRAGA MOREIRA;2828;;JK I;78919-130;GLP;15/07/2025;124,00;;R$ / 13 kg;FOGAS
SE;MG;CONTAGEM;T. TEIXEIRA GÁS LTDA - ME; 66.453.895/0001-28;AV.: CORONEL BENJAMIM GUIMARÃES;700;LOTE;INDUSTRIAL;32235-000;GLP;14/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;GUARULHOS;ODILIO LUZ PEREIRA ME; 68.347.251/0001-80;AVENIDA JOSE MIGUEL ACKELL,;1949;;BAIRRO DAS PIMENTAS;07241-040;GLP;17/07/2025;95,00;;R$ / 13 kg;SERVGÁS
SE;MG;UBERLANDIA;GÁS RELÂMPAGO LTDA; 68.493.543/0001-21;AVENIDA FREDERICO TIBERY;356;;TIBERY;38406-154;GLP;17/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;JUIZ DE FORA;TRANSPORTE E COMERCIO  IRMAOS MENDES LTDA; 68.539.584/0001-01;AVENIDA DOUTOR SIMEAO DE FARIA;120;;SANTA CRUZ;36087-450;GLP;14/07/2025;104,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;REVENDEDORA DE GAS VIANA & VIAL LTDA; 68.685.403/0001-55;RUA VISCONDE DE SANTA CRUZ;115;;ENGENHO NOVO;20950-340;GLP;14/07/2025;100,00;;R$ / 13 kg;BRANCA
NE;CE;FORTALEZA;MARVIRE INDUSTRIA  E COMÉRCIO DE ALIMENTOS LTDA; 73.406.969/0001-30;RUA BENTO GONCALVES,;705;;VILA MANOEL SATIRO;60763-830;GLP;16/07/2025;105,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;ART GAZ COMÉRCIO DE GÁS LTDA; 78.470.705/0001-60;RUA   EDWY TAQUES DE ARAÚJO;1650;;JARDIM BURLE MARX;86047-790;GLP;15/07/2025;120,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;CRICIUMA;SUL GAS LTDA.; 78.813.680/0001-50;AVENIDA LUIZ LAZZARIN;2387;;MARIA CEU;88810-350;GLP;15/07/2025;105,00;;R$ / 13 kg;BRANCA
SE;MG;UBERLANDIA;PRONTO GAS LTDA; 86.513.793/0001-68;RUA GUAPEVA;457;;MORUMBI;38407-318;GLP;17/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;ANAPOLIS;SUPERCHAMA COMÉRCIO E TRANSPORTE DE GÁS LTDA.; 86.773.926/0001-35;AVENIDA JAMEL CECÍLIO;352;;JUNDIAÍ;75110-330;GLP;17/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;VARZEA GRANDE;STALO COMÉRCIO DE GÁS LTDA.; 86.807.484/0001-09;AVENIDA GONÇALO BOTELHO DE CAMPOS;2004;;CRISTO REI;78118-070;GLP;15/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
S;RS;CANOAS;BITTENCOURT CARDOSO - DISTRIBUIDORA DE GAS LTDA; 89.216.543/0001-54;RUA CANUDOS;80;;ESTANCIA VELHA;92030-050;GLP;15/07/2025;109,90;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SANTA MARIA;LORENSI COMERCIO E TRANSPORTE LTDA.; 94.560.190/0001-45;RUA CLARICE LISPECTOR;38;;TOMAZETTI;97065-212;GLP;15/07/2025;112,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;MARILIA;ECOGAZ DE MARILIA COMERCIO DE GAZ LTDA; 96.405.220/0001-74;AVENIDA TOME DE SOUZA;884;;JARDIM MONTE CASTELO;17522-200;GLP;17/07/2025;123,00;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;VALDEMAR BARONE SANTOS SOBRINHO - ME; 00.308.325/0001-36;RUA CUMAI;197;;VI ESPERANCA;36490-400;GLP;16/07/2025;96,99;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;V. STRAFIT DE OLIVEIRA E CIA LTDA; 05.102.795/0001-62;RUA RAPOSO TAVARES;939;;PILARZINHO;82100-452;GLP;16/07/2025;105,00;;R$ / 13 kg;ULTRAGAZ
